checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type
CHK0312,USR0064,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/22/2024 07:26:19 PM,81,97,Friday,19,0,Sunny,25-34,Music,Medium,48,64,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment
CHK0313,USR0159,VEN008,City Mall,Mall,40.7261,-74.007,05/16/2024 04:29:06 PM,70,99,Thursday,16,0,Clear,45+,Food,High,60,83,Weekend Party,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,Nightlife Event
CHK0314,USR0077,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/12/2024 01:27:52 PM,67,32,Friday,13,0,Cloudy,35-44,Nightlife,Medium,43,72,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0315,USR0075,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/17/2024 11:12:30 PM,80,94,Friday,23,0,Sunny,18-24,Music,Medium,58,74,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0316,USR0145,VEN008,City Mall,Mall,40.7261,-74.007,05/13/2024 05:20:24 PM,60,79,Monday,17,0,Clear,25-34,Nightlife,Medium,49,67,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK0317,USR0182,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/15/2024 11:11:43 PM,62,69,Wednesday,23,0,Cloudy,45+,Nightlife,Medium,40,56,Happy Hour,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone D — Waterfront,Alcohol Service
CHK0318,USR0173,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/26/2024 08:53:44 PM,80,63,Friday,20,0,Clear,18-24,Social,Medium,54,83,Dinner Special,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Dining Service
CHK0319,USR0019,VEN008,City Mall,Mall,40.7261,-74.007,03/18/2024 04:15:16 PM,72,62,Monday,16,0,Cloudy,45+,Food,Medium,44,62,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0320,USR0140,VEN008,City Mall,Mall,40.7261,-74.007,05/16/2024 03:25:34 PM,75,88,Thursday,15,0,Sunny,45+,Shopping,High,68,83,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0321,USR0064,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/16/2024 11:51:34 PM,100,126,Tuesday,23,0,Sunny,25-34,Music,Medium,75,73,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0322,USR0193,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/22/2024 08:02:36 PM,70,88,Friday,20,0,Rainy,25-34,Music,Medium,53,71,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0323,USR0177,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/25/2024 12:06:16 PM,73,68,Thursday,12,0,Clear,18-24,Business,Medium,40,50,Weekend Party,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0324,USR0089,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/29/2024 01:25:29 PM,40,42,Friday,13,0,Cloudy,25-34,Coffee,High,40,58,Weekend Party,New,Recommend Greenfield Gym,NORMAL,No Action Required,Zone D — Waterfront,Nightlife Event
CHK0325,USR0037,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/01/2024 09:26:58 AM,90,154,Wednesday,9,0,Rainy,45+,Food,Medium,66,53,Happy Hour,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK0326,USR0185,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/09/2024 04:50:13 PM,76,109,Tuesday,16,0,Sunny,45+,Nightlife,Medium,65,58,Live Music,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0327,USR0028,VEN008,City Mall,Mall,40.7261,-74.007,04/10/2024 11:02:51 AM,58,89,Wednesday,11,0,Cloudy,45+,Shopping,Medium,54,50,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK0328,USR0104,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/01/2024 11:35:10 AM,47,40,Monday,11,0,Sunny,35-44,Food,Medium,40,54,Business Meetup,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0329,USR0152,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/24/2024 01:27:25 PM,43,35,Sunday,13,1,Clear,18-24,Shopping,Medium,40,54,Morning Workout,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0330,USR0148,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/19/2024 12:13:13 AM,50,15,Friday,0,0,Clear,35-44,Business,Medium,40,50,Lunch Rush,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0331,USR0136,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/08/2024 04:20:12 PM,76,117,Wednesday,16,0,Sunny,25-34,Fitness,Medium,50,50,Networking Event,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Large Gathering
CHK0332,USR0045,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/16/2024 04:25:37 PM,72,118,Thursday,16,0,Clear,35-44,Coffee,Medium,59,66,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0333,USR0096,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/18/2024 03:43:08 PM,30,63,Saturday,15,1,Sunny,45+,Social,Medium,40,50,Networking Event,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0334,USR0138,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/05/2024 09:38:08 AM,45,50,Sunday,9,1,Sunny,35-44,Business,High,48,69,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0335,USR0092,VEN003,Central Coffee House,Cafe,40.7251,-74.008,05/11/2024 07:18:08 AM,54,38,Saturday,7,1,Clear,45+,Social,Medium,46,73,Morning Workout,New,Recommend TechHub Coworking,ELEVATED,Routine Patrol,Zone C — Midtown,Regular Activity
CHK0336,USR0176,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/02/2024 12:52:24 PM,75,109,Thursday,12,0,Rainy,35-44,Fitness,High,40,50,Weekend Party,New,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0337,USR0057,VEN008,City Mall,Mall,40.7261,-74.007,04/23/2024 05:28:31 PM,66,77,Tuesday,17,0,Clear,35-44,Nightlife,Low,46,60,Retail Promotion,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0338,USR0197,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/05/2024 08:34:18 AM,46,73,Tuesday,8,0,Clear,35-44,Fitness,Medium,40,60,Business Meetup,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0339,USR0139,VEN008,City Mall,Mall,40.7261,-74.007,05/10/2024 03:36:07 PM,58,71,Friday,15,0,Clear,45+,Coffee,Medium,40,59,Retail Promotion,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0340,USR0009,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/26/2024 11:27:06 PM,95,114,Friday,23,0,Cloudy,45+,Music,Medium,70,76,Live Music,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0341,USR0061,VEN008,City Mall,Mall,40.7261,-74.007,04/03/2024 01:52:05 PM,74,101,Wednesday,13,0,Sunny,45+,Nightlife,Medium,67,92,Lunch Rush,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone F — Commercial,High Foot Traffic
CHK0342,USR0053,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/15/2024 07:55:45 PM,72,86,Wednesday,19,0,Sunny,18-24,Shopping,High,62,73,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0343,USR0075,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/08/2024 06:34:17 PM,77,111,Friday,18,0,Sunny,18-24,Music,Medium,65,75,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0344,USR0193,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,05/13/2024 08:54:32 AM,32,53,Monday,8,0,Rainy,25-34,Music,Medium,40,50,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0345,USR0183,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/08/2024 10:55:41 PM,51,19,Friday,22,0,Clear,18-24,Fitness,Medium,40,52,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0346,USR0107,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/01/2024 09:43:25 PM,85,100,Monday,21,0,Sunny,18-24,Shopping,Medium,62,70,Live Music,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone A — Downtown,Live Entertainment
CHK0347,USR0178,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,04/27/2024 09:50:56 AM,58,28,Saturday,9,1,Cloudy,18-24,Fitness,Medium,40,50,Retail Promotion,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event
CHK0348,USR0188,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/28/2024 11:20:37 PM,79,76,Sunday,23,1,Clear,18-24,Social,Low,48,71,Concert,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Major Event
CHK0349,USR0110,VEN008,City Mall,Mall,40.7261,-74.007,05/21/2024 04:22:54 PM,64,90,Tuesday,16,0,Clear,45+,Music,Low,53,71,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,High Foot Traffic
CHK0350,USR0125,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/03/2024 01:53:18 PM,71,68,Friday,13,0,Sunny,45+,Fitness,High,58,73,Happy Hour,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0351,USR0041,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,05/27/2024 09:02:06 PM,85,107,Monday,21,0,Sunny,45+,Nightlife,Medium,73,71,Concert,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone A — Downtown,Major Event
CHK0352,USR0078,VEN008,City Mall,Mall,40.7261,-74.007,04/28/2024 12:27:12 AM,59,62,Sunday,0,1,Rainy,45+,Shopping,High,40,50,Retail Promotion,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0353,USR0014,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/05/2024 07:23:16 AM,49,36,Friday,7,0,Clear,35-44,Coffee,High,46,72,Lunch Rush,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,High Foot Traffic
CHK0354,USR0001,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/20/2024 12:44:48 PM,65,32,Monday,12,0,Clear,25-34,Social,Medium,44,68,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0355,USR0088,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/01/2024 10:37:14 AM,69,66,Wednesday,10,0,Sunny,35-44,Fitness,High,40,56,Lunch Rush,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone D — Waterfront,High Foot Traffic
CHK0356,USR0027,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/24/2024 09:30:04 PM,91,119,Wednesday,21,0,Clear,45+,Social,Medium,64,80,Networking Event,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Large Gathering
CHK0357,USR0174,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/17/2024 10:08:24 PM,76,87,Wednesday,22,0,Cloudy,25-34,Business,High,44,52,Weekend Party,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0358,USR0161,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/09/2024 11:00:39 AM,35,37,Saturday,11,1,Cloudy,35-44,Food,Medium,40,50,Morning Workout,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Regular Activity
CHK0359,USR0032,VEN003,Central Coffee House,Cafe,40.7251,-74.008,04/22/2024 12:28:55 PM,44,36,Monday,12,0,Clear,35-44,Business,Medium,40,61,Business Meetup,Returning,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0360,USR0064,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/19/2024 12:27:20 PM,51,66,Friday,12,0,Cloudy,25-34,Music,Medium,42,55,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0361,USR0169,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/16/2024 02:38:18 PM,33,116,Thursday,14,0,Cloudy,45+,Food,Medium,68,68,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0362,USR0062,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/27/2024 01:32:12 PM,26,60,Wednesday,13,0,Cloudy,35-44,Business,Medium,40,51,Business Meetup,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Private Gathering
CHK0363,USR0093,VEN008,City Mall,Mall,40.7261,-74.007,04/19/2024 11:31:40 AM,55,68,Friday,11,0,Sunny,25-34,Nightlife,Medium,40,50,Retail Promotion,New,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0364,USR0121,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,03/17/2024 05:53:36 PM,68,92,Sunday,17,1,Sunny,45+,Shopping,Medium,43,51,Concert,Returning,Recommend Metro Nightclub,ELEVATED,Routine Patrol,Zone A — Downtown,Major Event
CHK0365,USR0102,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/03/2024 09:00:16 PM,89,83,Sunday,21,1,Clear,18-24,Nightlife,Medium,55,81,Happy Hour,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Alcohol Service
CHK0366,USR0138,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/06/2024 12:32:49 PM,25,154,Saturday,12,1,Sunny,35-44,Business,High,50,50,Networking Event,New,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0367,USR0040,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/18/2024 04:05:19 AM,27,127,Saturday,4,1,Clear,45+,Coffee,Medium,57,60,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0368,USR0179,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/11/2024 11:40:48 AM,42,172,Thursday,11,0,Cloudy,18-24,Shopping,Medium,89,68,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0369,USR0080,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/31/2024 07:05:59 AM,62,22,Sunday,7,1,Sunny,45+,Music,Medium,40,50,Lunch Rush,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0370,USR0133,VEN003,Central Coffee House,Cafe,40.7251,-74.008,03/16/2024 04:08:44 AM,31,27,Saturday,4,1,Clear,25-34,Business,Medium,40,50,Business Meetup,New,Recommend TechHub Coworking,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0371,USR0008,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/22/2024 09:47:49 AM,27,53,Friday,9,0,Cloudy,18-24,Shopping,Medium,40,50,Morning Workout,Returning,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Regular Activity
CHK0372,USR0117,VEN006,Grand Theater,Entertainment,40.7012,-74.0069,04/24/2024 03:04:16 PM,73,97,Wednesday,15,0,Cloudy,25-34,Fitness,Medium,48,57,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone A — Downtown,Live Entertainment
CHK0373,USR0147,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,04/16/2024 08:54:36 AM,30,230,Tuesday,8,0,Clear,35-44,Social,High,85,63,Networking Event,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0374,USR0094,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/30/2024 10:00:02 PM,86,102,Saturday,22,1,Cloudy,45+,Food,Medium,79,80,Live Music,Returning,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment
CHK0375,USR0108,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,03/20/2024 11:54:02 AM,68,39,Wednesday,11,0,Sunny,25-34,Coffee,Medium,58,81,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0376,USR0031,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/11/2024 12:58:46 PM,78,65,Thursday,12,0,Sunny,35-44,Business,High,65,77,Happy Hour,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0377,USR0018,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/26/2024 05:11:14 PM,26,164,Sunday,17,1,Cloudy,35-44,Social,Low,70,52,Networking Event,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Large Gathering
CHK0378,USR0075,VEN008,City Mall,Mall,40.7261,-74.007,04/06/2024 05:19:20 PM,67,103,Saturday,17,1,Clear,18-24,Music,Medium,58,76,Retail Promotion,Returning,Recommend Downtown Food Court,ELEVATED,Routine Patrol,Zone F — Commercial,Crowd Event
CHK0379,USR0199,VEN010,Riverwalk Park,Park,40.7054,-74.0087,04/08/2024 05:15:29 PM,58,60,Monday,17,0,Sunny,35-44,Fitness,High,66,87,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0380,USR0089,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,05/09/2024 08:15:09 PM,80,84,Thursday,20,0,Clear,25-34,Coffee,High,61,75,Happy Hour,New,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0381,USR0136,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/12/2024 12:42:24 AM,78,99,Friday,0,0,Cloudy,25-34,Fitness,Medium,41,50,Weekend Party,Returning,Recommend Harborview Bar,HIGH,Monitor Closely,Zone A — Downtown,Nightlife Event
CHK0382,USR0134,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/23/2024 05:03:09 PM,72,96,Tuesday,17,0,Cloudy,25-34,Nightlife,Medium,70,76,Happy Hour,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service
CHK0383,USR0101,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/29/2024 06:29:47 PM,61,36,Wednesday,18,0,Clear,45+,Coffee,Low,40,71,Lunch Rush,New,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,High Foot Traffic
CHK0384,USR0081,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,05/15/2024 08:27:42 PM,90,109,Wednesday,20,0,Rainy,25-34,Nightlife,High,66,71,Networking Event,New,Recommend Metro Nightclub,CRITICAL,Immediate Response,Zone B — Harbor District,Large Gathering
CHK0385,USR0035,VEN007,Downtown Food Court,Food Court,40.708,-74.0019,05/29/2024 06:20:20 PM,59,48,Wednesday,18,0,Sunny,25-34,Music,Medium,49,62,Dinner Special,Returning,Recommend Seaside Restaurant,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service
CHK0386,USR0198,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/14/2024 09:10:28 AM,50,58,Thursday,9,0,Sunny,18-24,Fitness,High,40,53,Weekend Party,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Nightlife Event
CHK0387,USR0181,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,04/27/2024 01:16:54 PM,80,100,Saturday,13,1,Clear,45+,Coffee,Medium,66,78,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0388,USR0102,VEN010,Riverwalk Park,Park,40.7054,-74.0087,03/06/2024 10:54:20 AM,52,24,Wednesday,10,0,Clear,18-24,Nightlife,Medium,40,54,Morning Workout,Returning,Recommend Greenfield Gym,ELEVATED,Routine Patrol,Zone D — Waterfront,Regular Activity
CHK0389,USR0116,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,03/07/2024 03:16:52 PM,42,193,Thursday,15,0,Rainy,45+,Social,High,88,75,Business Meetup,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Private Gathering
CHK0390,USR0200,VEN009,TechHub Coworking,Coworking,40.7001,-74.0065,05/10/2024 10:29:06 AM,34,189,Friday,10,0,Cloudy,25-34,Food,Low,91,82,Live Music,Returning,Recommend Central Coffee House,NORMAL,No Action Required,Zone C — Midtown,Live Entertainment
CHK0391,USR0151,VEN004,Seaside Restaurant,Restaurant,40.7267,-74.0054,03/17/2024 12:25:23 PM,80,78,Sunday,12,1,Cloudy,18-24,Nightlife,Medium,64,72,Lunch Rush,Returning,Recommend Downtown Food Court,HIGH,Monitor Closely,Zone D — Waterfront,High Foot Traffic
CHK0392,USR0085,VEN005,Greenfield Gym,Gym,40.7087,-74.0077,03/10/2024 05:04:12 AM,25,55,Sunday,5,1,Rainy,45+,Fitness,Medium,40,50,Networking Event,New,Recommend Riverwalk Park,NORMAL,No Action Required,Zone E — North End,Large Gathering
CHK0393,USR0128,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,03/06/2024 11:03:10 PM,81,102,Wednesday,23,0,Rainy,45+,Social,Medium,51,72,Live Music,New,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Live Entertainment
CHK0394,USR0039,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,04/18/2024 11:11:22 PM,100,150,Thursday,23,0,Clear,35-44,Social,Medium,97,77,Weekend Party,Returning,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Nightlife Event
CHK0395,USR0016,VEN001,Metro Nightclub,Nightclub,40.7121,-74.0032,05/18/2024 11:15:41 PM,100,148,Saturday,23,1,Clear,35-44,Shopping,Medium,94,77,Happy Hour,New,Recommend Harborview Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service
CHK0396,USR0140,VEN002,Harborview Bar,Bar/Lounge,40.7295,-74.0028,04/05/2024 07:26:12 PM,81,76,Friday,19,0,Sunny,45+,Shopping,High,40,60,Happy Hour,Returning,Recommend Metro Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Alcohol Service
