checkin_id,user_id,venue_id,venue_name,venue_category,latitude,longitude,timestamp,crowd_density,avg_dwell_minutes,day_of_week,hour_of_day,is_weekend,weather_condition,user_age_group,user_preference,visit_frequency,user_engagement_score,venue_popularity_score,event_type,user_status,recommended_venue,incident_flag,officer_action,patrol_zone,activity_type,city,county,state,event_name,event_category,event_size,event_start_time,event_end_time,event_risk_level
CHK03224,USR0373,VEN127,Steam Coffee,Cafe,40.694449,-74.008487,03/02/2024 03:13:42 PM,32,29,Saturday,15,1,Rainy,45+,Fitness,Low,40,50,Networking Event,New,Recommend Grind Roasters,NORMAL,No Action Required,Zone D — Waterfront,Large Gathering,Weehawken,Hudson County,New Jersey,Weekend Brunch,Dining,Small,3:00 PM,5:00 PM,NORMAL
CHK03225,USR0417,VEN256,Craft Workspace,Coworking,40.69642,-73.99628,04/28/2024 04:01:07 PM,15,152,Sunday,16,1,Cloudy,25-34,Business,Low,57,50,Business Meetup,New,Recommend Space Coworking,NORMAL,No Action Required,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Networking Event,Business,Small,4:00 PM,6:00 PM,NORMAL
CHK03226,USR0925,VEN204,River Shopping Center,Mall,40.719878,-74.012354,02/11/2024 11:18:02 AM,63,73,Sunday,11,1,Cloudy,25-34,Business,Low,44,50,Weekend Party,New,Recommend Central Galleria,ELEVATED,Routine Patrol,Zone I — University,Nightlife Event,North Bergen,Bergen County,New Jersey,Retail Event,Retail,Medium,11:00 AM,1:00 PM,ELEVATED
CHK03227,USR0356,VEN104,Table Dining,Restaurant,40.691285,-73.992213,05/24/2024 05:07:43 PM,85,89,Friday,17,0,Rainy,18-24,Fitness,Low,67,50,Business Meetup,Returning,Recommend Grill Dining,CRITICAL,Immediate Response,Zone H — South Side,Private Gathering,Bayonne,Hudson County,New Jersey,Special Dining Event,Dining,Large,5:00 PM,7:00 PM,CRITICAL
CHK03228,USR0617,VEN008,Apex Night,Nightclub,40.702601,-74.004365,06/04/2024 04:29:25 AM,73,103,Tuesday,4,0,Clear,35-44,Shopping,Low,55,50,Live Music,New,Recommend Apex Club,HIGH,Monitor Closely,Zone D — Waterfront,Live Entertainment,Weehawken,Hudson County,New Jersey,Late Night Session,Nightlife,Medium,4:00 AM,6:00 AM,HIGH
CHK03229,USR0424,VEN282,Suite Cocktail Bar,Hotel Bar,40.694031,-74.018271,06/01/2024 03:10:58 AM,67,48,Saturday,3,1,Clear,35-44,Food,Low,40,50,Happy Hour,Returning,Recommend Vista Lounge,ELEVATED,Routine Patrol,Zone B — Harbor District,Alcohol Service,Hoboken,Hudson County,New Jersey,Business Mixer,Nightlife,Medium,3:00 AM,5:00 AM,ELEVATED
CHK03230,USR0274,VEN136,Ground Cafe,Cafe,40.742915,-73.999241,04/29/2024 08:03:15 AM,62,15,Monday,8,0,Clear,25-34,Coffee,Low,40,50,Morning Workout,New,Recommend Brew Espresso,ELEVATED,Routine Patrol,Zone E — North End,Regular Activity,Union City,Hudson County,New Jersey,Study Session,Dining,Medium,8:00 AM,10:00 AM,ELEVATED
CHK03231,USR0309,VEN094,Pier Eatery,Restaurant,40.727608,-73.975735,04/26/2024 12:28:08 PM,76,92,Friday,12,0,Rainy,18-24,Coffee,Low,55,50,Lunch Rush,New,Recommend Table Restaurant,HIGH,Monitor Closely,Zone G — East Side,High Foot Traffic,Kearny,Hudson County,New Jersey,Special Dining Event,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK03232,USR0948,VEN188,Plaza Market,Food Court,40.69942,-73.982953,01/04/2024 08:56:44 PM,62,34,Thursday,20,0,Rainy,25-34,Food,Low,40,50,Lunch Rush,Returning,Recommend Market Food Hall,ELEVATED,Routine Patrol,Zone J — Industrial,High Foot Traffic,Harrison,Essex County,New Jersey,Food Festival,Dining,Medium,8:00 PM,10:00 PM,ELEVATED
CHK03233,USR0374,VEN038,Crown Pub,Bar/Lounge,40.737523,-74.001932,04/30/2024 06:02:36 AM,60,109,Tuesday,6,0,Rainy,18-24,Food,Low,51,50,Happy Hour,New,Recommend Blue Bar,ELEVATED,Routine Patrol,Zone C — Midtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Live Music Night,Nightlife,Medium,6:00 AM,8:00 AM,ELEVATED
CHK03234,USR0004,VEN215,Lift Gym,Gym,40.690754,-73.99973,02/20/2024 07:01:42 PM,42,90,Tuesday,19,0,Clear,25-34,Fitness,Low,44,50,Morning Workout,New,Recommend Flex CrossFit,NORMAL,No Action Required,Zone J — Industrial,Regular Activity,Harrison,Essex County,New Jersey,Evening Fitness,Fitness,Small,7:00 PM,9:00 PM,NORMAL
CHK03235,USR0150,VEN121,Cup Roasters,Cafe,40.695344,-73.988761,01/09/2024 04:08:25 PM,38,56,Tuesday,16,0,Rainy,45+,Social,Low,40,50,Networking Event,New,Recommend Brew Roasters,NORMAL,No Action Required,Zone J — Industrial,Large Gathering,Harrison,Essex County,New Jersey,Morning Rush,Dining,Small,4:00 PM,6:00 PM,NORMAL
CHK03236,USR0434,VEN043,Blue Bar,Bar/Lounge,40.723153,-74.004537,04/15/2024 06:42:10 PM,86,81,Monday,18,0,Rainy,35-44,Music,Low,67,50,Live Music,Returning,Recommend Harbor Tavern,CRITICAL,Immediate Response,Zone C — Midtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Large,6:00 PM,8:00 PM,CRITICAL
CHK03237,USR0555,VEN279,River Park,Park,40.698228,-74.003511,04/15/2024 12:22:02 PM,44,28,Monday,12,0,Clear,18-24,Shopping,Low,40,50,Weekend Party,Returning,Recommend Grove Park,NORMAL,No Action Required,Zone H — South Side,Nightlife Event,Bayonne,Hudson County,New Jersey,Sports Event,Outdoor,Small,12:00 PM,2:00 PM,NORMAL
CHK03238,USR0042,VEN296,Foul Sports Lounge,Sports Bar,40.706042,-74.002137,01/24/2024 10:05:48 AM,65,101,Wednesday,10,0,Rainy,45+,Music,Low,62,50,Happy Hour,New,Recommend Overtime Sports Grill,ELEVATED,Routine Patrol,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Championship Viewing,Sports,Medium,10:00 AM,12:00 PM,ELEVATED
CHK03239,USR0967,VEN064,Blue Pub,Bar/Lounge,40.712227,-73.990822,06/08/2024 09:03:38 PM,94,105,Saturday,21,1,Cloudy,35-44,Coffee,Low,72,50,Happy Hour,Returning,Recommend Red Bar,CRITICAL,Immediate Response,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Happy Hour Special,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK03240,USR0741,VEN096,Metro Brasserie,Restaurant,40.718717,-73.989976,01/19/2024 01:14:53 PM,72,84,Friday,13,0,Sunny,45+,Business,Low,58,50,Lunch Rush,Returning,Recommend Spice Brasserie,HIGH,Monitor Closely,Zone C — Midtown,High Foot Traffic,Jersey City,Hudson County,New Jersey,Holiday Dinner,Dining,Medium,1:00 PM,3:00 PM,HIGH
CHK03241,USR0365,VEN068,Coast Brasserie,Restaurant,40.689011,-74.000402,03/05/2024 06:56:17 PM,85,95,Tuesday,18,0,Rainy,45+,Fitness,Low,64,50,Happy Hour,Returning,Recommend Grill Brasserie,CRITICAL,Immediate Response,Zone J — Industrial,Alcohol Service,Harrison,Essex County,New Jersey,Special Dining Event,Dining,Large,6:00 PM,8:00 PM,CRITICAL
CHK03242,USR0485,VEN124,Roast Roasters,Cafe,40.717964,-74.002,03/26/2024 11:22:29 PM,29,15,Tuesday,23,0,Clear,18-24,Business,Medium,40,50,Morning Workout,Returning,Recommend Local Espresso,NORMAL,No Action Required,Zone F — Commercial,Regular Activity,Secaucus,Bergen County,New Jersey,Study Session,Dining,Small,11:00 PM,1:00 AM,NORMAL
CHK03243,USR0041,VEN090,Harbor Eatery,Restaurant,40.736214,-74.003029,03/26/2024 06:01:19 PM,73,65,Tuesday,18,0,Rainy,45+,Food,Low,51,50,Dinner Special,Returning,Recommend Metro Brasserie,HIGH,Monitor Closely,Zone E — North End,Dining Service,Union City,Hudson County,New Jersey,Holiday Dinner,Dining,Medium,6:00 PM,8:00 PM,HIGH
CHK03244,USR0205,VEN027,Velvet Lounge,Bar/Lounge,40.702467,-74.016886,03/02/2024 03:50:59 PM,63,132,Saturday,15,1,Sunny,18-24,Nightlife,Low,54,50,Happy Hour Special,Returning,Recommend Silver Pub,ELEVATED,Routine Patrol,Zone A — Downtown,Alcohol Service,Jersey City,Hudson County,New Jersey,Networking Night,Nightlife,Medium,3:00 PM,5:00 PM,ELEVATED
CHK03245,USR0839,VEN176,Central Food Hall,Food Court,40.710478,-74.019001,03/20/2024 01:00:42 PM,57,15,Wednesday,13,0,Rainy,18-24,Business,Low,40,50,Dinner Special,Returning,Recommend Hub Market,ELEVATED,Routine Patrol,Zone B — Harbor District,Dining Service,Hoboken,Hudson County,New Jersey,Family Dining,Dining,Medium,1:00 PM,3:00 PM,ELEVATED
CHK03246,USR0527,VEN089,Pier Dining,Restaurant,40.717288,-74.015743,02/05/2024 07:20:10 AM,53,49,Monday,7,0,Clear,25-34,Social,Low,41,50,Dinner Special,Returning,Recommend Bistro Eatery,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service,Jersey City,Hudson County,New Jersey,Dinner Rush,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK03247,USR0345,VEN069,Plate Dining,Restaurant,40.702031,-73.999043,05/26/2024 09:18:50 PM,62,72,Sunday,21,1,Rainy,18-24,Food,Medium,60,50,Lunch Rush,New,Recommend Fork Restaurant,ELEVATED,Routine Patrol,Zone D — Waterfront,High Foot Traffic,Weehawken,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,9:00 PM,11:00 PM,ELEVATED
CHK03248,USR0111,VEN187,Court Food Court,Food Court,40.711948,-74.002861,03/10/2024 02:55:57 PM,57,27,Sunday,14,1,Sunny,18-24,Nightlife,Low,40,50,Dinner Special,Returning,Recommend Point Food Hall,ELEVATED,Routine Patrol,Zone A — Downtown,Dining Service,Jersey City,Hudson County,New Jersey,Weekend Market,Dining,Medium,2:00 PM,4:00 PM,ELEVATED
CHK03249,USR0638,VEN096,Metro Brasserie,Restaurant,40.718717,-73.989976,06/09/2024 08:20:34 PM,80,86,Sunday,20,1,Sunny,45+,Social,Low,55,50,Lunch Rush,Returning,Recommend Grill Restaurant,HIGH,Monitor Closely,Zone C — Midtown,High Foot Traffic,Jersey City,Hudson County,New Jersey,Weekend Brunch,Dining,Medium,8:00 PM,10:00 PM,HIGH
CHK03250,USR0150,VEN288,Skyline Bar,Hotel Bar,40.705507,-73.987039,05/15/2024 05:38:32 AM,58,81,Wednesday,5,0,Sunny,45+,Social,Low,60,50,Networking Event,New,Recommend Terrace Bar,ELEVATED,Routine Patrol,Zone F — Commercial,Large Gathering,Secaucus,Bergen County,New Jersey,Weekend Social,Nightlife,Medium,5:00 AM,7:00 AM,ELEVATED
CHK03251,USR0843,VEN263,River Commons,Park,40.702875,-74.007602,02/15/2024 07:51:59 AM,37,35,Thursday,7,0,Cloudy,25-34,Fitness,Low,40,50,Weekend Party,Returning,Recommend Cedar Gardens,NORMAL,No Action Required,Zone B — Harbor District,Nightlife Event,Hoboken,Hudson County,New Jersey,Sports Event,Outdoor,Small,7:00 AM,9:00 AM,NORMAL
CHK03252,USR0132,VEN006,Rush Lounge,Nightclub,40.708819,-74.006499,05/17/2024 01:54:07 AM,75,115,Friday,1,0,Clear,18-24,Shopping,Low,71,50,Concert,New,Recommend Rush Nightclub,HIGH,Monitor Closely,Zone B — Harbor District,Major Event,Hoboken,Hudson County,New Jersey,Late Night Session,Nightlife,Medium,1:00 AM,3:00 AM,HIGH
CHK03253,USR0806,VEN148,Local Cafe,Cafe,40.7164,-74.019251,04/16/2024 09:27:58 AM,51,57,Tuesday,9,0,Sunny,35-44,Social,Low,40,50,Business Meetup,New,Recommend Leaf Coffee,ELEVATED,Routine Patrol,Zone D — Waterfront,Private Gathering,Weehawken,Hudson County,New Jersey,Coffee & Connect,Dining,Medium,9:00 AM,11:00 AM,ELEVATED
CHK03254,USR0806,VEN044,Jade Lounge,Bar/Lounge,40.697068,-74.016244,05/25/2024 07:43:12 PM,86,97,Saturday,19,1,Rainy,35-44,Social,Low,71,50,Live Music,New,Recommend Silver Bar,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Live Music Night,Nightlife,Large,7:00 PM,9:00 PM,CRITICAL
CHK03255,USR0203,VEN256,Craft Workspace,Coworking,40.69642,-73.99628,01/08/2024 01:19:22 PM,39,157,Monday,13,0,Cloudy,18-24,Nightlife,Medium,76,50,Business Meetup,Returning,Recommend Lab Workspace,NORMAL,No Action Required,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Startup Meetup,Business,Small,1:00 PM,3:00 PM,NORMAL
CHK03256,USR0553,VEN195,Central Galleria,Mall,40.700192,-73.991936,01/15/2024 04:34:12 PM,57,96,Monday,16,0,Clear,45+,Music,Low,53,50,Weekend Party,New,Recommend Grand Galleria,ELEVATED,Routine Patrol,Zone A — Downtown,Nightlife Event,Jersey City,Hudson County,New Jersey,Weekend Sale,Retail,Medium,4:00 PM,6:00 PM,ELEVATED
CHK03257,USR0330,VEN126,Steam Espresso,Cafe,40.73194,-74.006316,01/19/2024 06:42:39 AM,64,58,Friday,6,0,Cloudy,25-34,Music,Low,44,50,Networking Event,New,Recommend Ground Coffee,ELEVATED,Routine Patrol,Zone I — University,Large Gathering,North Bergen,Bergen County,New Jersey,Weekend Brunch,Dining,Medium,6:00 AM,8:00 AM,ELEVATED
CHK03258,USR0483,VEN265,Cedar Commons,Park,40.711044,-74.015549,05/24/2024 05:34:06 PM,30,25,Friday,17,0,Rainy,25-34,Coffee,Low,40,50,Sports Event,New,Recommend Pine Gardens,NORMAL,No Action Required,Zone B — Harbor District,Sports Gathering,Hoboken,Hudson County,New Jersey,Weekend Festival,Outdoor,Small,5:00 PM,7:00 PM,NORMAL
CHK03259,USR0937,VEN226,Drive CrossFit,Gym,40.726052,-74.013026,02/29/2024 07:06:51 AM,45,44,Thursday,7,0,Clear,25-34,Business,Low,40,50,Morning Workout,New,Recommend Strong Fitness,NORMAL,No Action Required,Zone A — Downtown,Regular Activity,Jersey City,Hudson County,New Jersey,Weekend Class,Fitness,Small,7:00 AM,9:00 AM,NORMAL
CHK03260,USR0594,VEN133,Leaf Espresso,Cafe,40.723173,-74.004427,06/16/2024 11:14:59 AM,33,54,Sunday,11,1,Rainy,18-24,Food,Low,40,50,Networking Event,New,Recommend Corner Espresso,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Coffee & Connect,Dining,Small,11:00 AM,1:00 PM,NORMAL
CHK03261,USR0134,VEN038,Crown Pub,Bar/Lounge,40.737523,-74.001932,02/15/2024 05:39:53 PM,70,96,Thursday,17,0,Rainy,35-44,Business,Low,66,50,Networking Event,Returning,Recommend Silver Bar,HIGH,Monitor Closely,Zone C — Midtown,Large Gathering,Jersey City,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Medium,5:00 PM,7:00 PM,HIGH
CHK03262,USR0631,VEN242,Build Workspace,Coworking,40.693371,-74.00922,05/02/2024 08:45:36 AM,40,169,Thursday,8,0,Clear,45+,Social,Low,73,50,Networking Event,Returning,Recommend Link Coworking,NORMAL,No Action Required,Zone B — Harbor District,Large Gathering,Hoboken,Hudson County,New Jersey,Networking Event,Business,Small,8:00 AM,10:00 AM,NORMAL
CHK03263,USR0951,VEN259,Node Workspace,Coworking,40.717457,-74.011001,01/05/2024 09:04:43 AM,39,172,Friday,9,0,Cloudy,18-24,Social,Low,67,50,Networking Event,Returning,Recommend Build Labs,NORMAL,No Action Required,Zone A — Downtown,Large Gathering,Jersey City,Hudson County,New Jersey,Workshop Session,Business,Small,9:00 AM,11:00 AM,NORMAL
CHK03264,USR0939,VEN046,Blue Lounge,Bar/Lounge,40.704351,-74.017677,03/14/2024 09:32:36 PM,86,113,Thursday,21,0,Clear,25-34,Business,Low,67,50,Live Music,Returning,Recommend Silver Pub,CRITICAL,Immediate Response,Zone D — Waterfront,Live Entertainment,Weehawken,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Large,9:00 PM,11:00 PM,CRITICAL
CHK03265,USR0694,VEN229,Elite Gym,Gym,40.697445,-73.990375,05/03/2024 07:07:52 AM,48,75,Friday,7,0,Clear,35-44,Fitness,Low,43,50,Morning Workout,Returning,Recommend Power CrossFit,NORMAL,No Action Required,Zone A — Downtown,Regular Activity,Jersey City,Hudson County,New Jersey,Evening Fitness,Fitness,Small,7:00 AM,9:00 AM,NORMAL
CHK03266,USR0041,VEN062,Jade Tavern,Bar/Lounge,40.711259,-74.011692,04/23/2024 03:31:00 PM,69,117,Tuesday,15,0,Cloudy,45+,Food,Low,72,50,Live Music,Returning,Recommend Blue Lounge,ELEVATED,Routine Patrol,Zone A — Downtown,Live Entertainment,Jersey City,Hudson County,New Jersey,Sports Viewing Event,Nightlife,Medium,3:00 PM,5:00 PM,ELEVATED
CHK03267,USR0562,VEN224,Summit Fitness,Gym,40.714036,-73.976324,02/15/2024 08:44:02 AM,44,42,Thursday,8,0,Cloudy,18-24,Music,Low,40,50,Networking Event,New,Recommend Fit Athletics,NORMAL,No Action Required,Zone F — Commercial,Large Gathering,Secaucus,Bergen County,New Jersey,Boot Camp,Fitness,Small,8:00 AM,10:00 AM,NORMAL
CHK03268,USR0558,VEN018,Flux Nightclub,Nightclub,40.711261,-74.014212,06/25/2024 08:39:55 PM,76,121,Tuesday,20,0,Rainy,25-34,Business,Low,75,50,Weekend Party,New,Recommend Volt Lounge,HIGH,Monitor Closely,Zone D — Waterfront,Nightlife Event,Weehawken,Hudson County,New Jersey,Late Night Session,Nightlife,Medium,8:00 PM,10:00 PM,HIGH
CHK03269,USR0787,VEN106,Grill Restaurant,Restaurant,40.72821,-74.01506,01/13/2024 01:25:17 PM,78,78,Saturday,13,1,Clear,18-24,Business,Low,54,50,Business Meetup,Returning,Recommend Fork Brasserie,HIGH,Monitor Closely,Zone I — University,Private Gathering,North Bergen,Bergen County,New Jersey,Special Dining Event,Dining,Medium,1:00 PM,3:00 PM,HIGH
CHK03270,USR0272,VEN121,Cup Roasters,Cafe,40.695344,-73.988761,04/05/2024 07:54:19 AM,59,55,Friday,7,0,Cloudy,25-34,Fitness,Low,40,50,Morning Workout,New,Recommend Leaf Espresso,ELEVATED,Routine Patrol,Zone J — Industrial,Regular Activity,Harrison,Essex County,New Jersey,Study Session,Dining,Medium,7:00 AM,9:00 AM,ELEVATED
CHK03271,USR0947,VEN243,Desk Coworking,Coworking,40.717315,-73.975443,02/25/2024 05:32:17 AM,20,117,Sunday,5,1,Cloudy,18-24,Shopping,Low,50,50,Networking Event,New,Recommend Studio Workspace,NORMAL,No Action Required,Zone G — East Side,Large Gathering,Kearny,Hudson County,New Jersey,Startup Meetup,Business,Small,5:00 AM,7:00 AM,NORMAL
CHK03272,USR0570,VEN205,Gateway Shopping Center,Mall,40.701507,-74.001193,01/19/2024 11:06:21 PM,62,137,Friday,23,0,Clear,35-44,Music,Low,65,50,Retail Promotion,Returning,Recommend Urban Galleria,ELEVATED,Routine Patrol,Zone J — Industrial,Crowd Event,Harrison,Essex County,New Jersey,Grand Opening,Retail,Medium,11:00 PM,1:00 AM,ELEVATED
CHK03273,USR0717,VEN211,Flex Gym,Gym,40.721798,-73.981192,03/26/2024 08:32:01 AM,52,72,Tuesday,8,0,Clear,35-44,Business,Low,45,50,Morning Workout,New,Recommend Elite Gym,ELEVATED,Routine Patrol,Zone F — Commercial,Regular Activity,Secaucus,Bergen County,New Jersey,Morning Workout,Fitness,Medium,8:00 AM,10:00 AM,ELEVATED
CHK03274,USR0230,VEN228,Strong Fitness,Gym,40.710948,-74.022432,02/22/2024 04:46:38 PM,29,76,Thursday,16,0,Clear,45+,Music,Low,40,50,Morning Workout,New,Recommend Lift Gym,NORMAL,No Action Required,Zone D — Waterfront,Regular Activity,Weehawken,Hudson County,New Jersey,Boot Camp,Fitness,Small,4:00 PM,6:00 PM,NORMAL
CHK03275,USR0863,VEN145,Grind Roasters,Cafe,40.708763,-73.97787,03/11/2024 11:47:18 AM,48,28,Monday,11,0,Sunny,35-44,Music,Low,40,50,Morning Workout,New,Recommend Daily Roasters,NORMAL,No Action Required,Zone J — Industrial,Regular Activity,Harrison,Essex County,New Jersey,Morning Rush,Dining,Small,11:00 AM,1:00 PM,NORMAL
CHK03276,USR0564,VEN095,Harvest Restaurant,Restaurant,40.703387,-74.019906,04/28/2024 12:23:17 PM,77,92,Sunday,12,1,Rainy,45+,Social,Low,60,50,Happy Hour,Returning,Recommend Spice Eatery,HIGH,Monitor Closely,Zone D — Waterfront,Alcohol Service,Weehawken,Hudson County,New Jersey,Dinner Rush,Dining,Medium,12:00 PM,2:00 PM,HIGH
CHK03277,USR0556,VEN171,Plaza Food Hall,Food Court,40.720917,-74.000175,04/09/2024 08:07:19 AM,59,38,Tuesday,8,0,Clear,35-44,Social,Low,40,50,Retail Promotion,Returning,Recommend Exchange Market,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event,Jersey City,Hudson County,New Jersey,Family Dining,Dining,Medium,8:00 AM,10:00 AM,ELEVATED
CHK03278,USR0597,VEN013,Zenith Club,Nightclub,40.711882,-74.021223,02/28/2024 10:02:59 PM,98,92,Wednesday,22,0,Clear,18-24,Food,Low,66,50,Concert,Returning,Recommend Vibe Night,CRITICAL,Immediate Response,Zone B — Harbor District,Major Event,Hoboken,Hudson County,New Jersey,Weekend Takeover,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
CHK03279,USR0148,VEN116,Roast Coffee,Cafe,40.721788,-73.988986,01/31/2024 09:37:00 AM,50,41,Wednesday,9,0,Sunny,35-44,Social,Low,40,50,Morning Workout,Returning,Recommend Roast Cafe,ELEVATED,Routine Patrol,Zone C — Midtown,Regular Activity,Jersey City,Hudson County,New Jersey,Morning Rush,Dining,Medium,9:00 AM,11:00 AM,ELEVATED
CHK03280,USR0124,VEN171,Plaza Food Hall,Food Court,40.720917,-74.000175,06/24/2024 09:53:36 AM,56,39,Monday,9,0,Rainy,25-34,Coffee,Low,40,50,Retail Promotion,New,Recommend Junction Food Hall,ELEVATED,Routine Patrol,Zone A — Downtown,Crowd Event,Jersey City,Hudson County,New Jersey,Family Dining,Dining,Medium,9:00 AM,11:00 AM,ELEVATED
CHK03281,USR0005,VEN119,Press Roasters,Cafe,40.726691,-74.018209,01/30/2024 02:54:42 PM,36,50,Tuesday,14,0,Sunny,45+,Coffee,Low,40,50,Morning Workout,New,Recommend Bean Cafe,NORMAL,No Action Required,Zone A — Downtown,Regular Activity,Jersey City,Hudson County,New Jersey,Study Session,Dining,Small,2:00 PM,4:00 PM,NORMAL
CHK03282,USR0836,VEN165,Royal Venue,Entertainment,40.699074,-74.020093,01/03/2024 07:03:09 PM,85,106,Wednesday,19,0,Rainy,18-24,Food,Low,74,50,Open Mic,Returning,Recommend Arena Venue,CRITICAL,Immediate Response,Zone B — Harbor District,Live Entertainment,Hoboken,Hudson County,New Jersey,Theater Performance,Entertainment,Large,7:00 PM,9:00 PM,CRITICAL
CHK03283,USR0693,VEN275,Meadow Reserve,Park,40.71112,-73.993058,01/16/2024 02:13:16 PM,43,68,Tuesday,14,0,Sunny,35-44,Business,Low,41,50,Morning Workout,New,Recommend Harbor Reserve,NORMAL,No Action Required,Zone C — Midtown,Regular Activity,Jersey City,Hudson County,New Jersey,Community Gathering,Outdoor,Small,2:00 PM,4:00 PM,NORMAL
CHK03284,USR0346,VEN257,Nexus Coworking,Coworking,40.695403,-73.976345,03/06/2024 04:48:42 PM,34,160,Wednesday,16,0,Cloudy,25-34,Coffee,Low,73,50,Business Meetup,Returning,Recommend Lab Workspace,NORMAL,No Action Required,Zone J — Industrial,Private Gathering,Harrison,Essex County,New Jersey,Workshop Session,Business,Small,4:00 PM,6:00 PM,NORMAL
CHK03285,USR0933,VEN128,Fresh Roasters,Cafe,40.708533,-74.014523,06/03/2024 08:01:16 AM,47,44,Monday,8,0,Sunny,45+,Nightlife,Low,40,50,Morning Workout,Returning,Recommend Daily Coffee,NORMAL,No Action Required,Zone A — Downtown,Regular Activity,Jersey City,Hudson County,New Jersey,Coffee & Connect,Dining,Small,8:00 AM,10:00 AM,NORMAL
CHK03286,USR0986,VEN102,Kitchen Dining,Restaurant,40.727061,-74.014276,01/18/2024 07:25:31 PM,81,88,Thursday,19,0,Sunny,18-24,Social,Low,62,50,Happy Hour,Returning,Recommend Plate Dining,HIGH,Monitor Closely,Zone I — University,Alcohol Service,North Bergen,Bergen County,New Jersey,Weekend Brunch,Dining,Medium,7:00 PM,9:00 PM,HIGH
CHK03287,USR0494,VEN018,Flux Nightclub,Nightclub,40.711261,-74.014212,04/02/2024 10:37:34 PM,94,124,Tuesday,22,0,Clear,35-44,Fitness,Low,85,50,Concert,New,Recommend Prism Lounge,CRITICAL,Immediate Response,Zone D — Waterfront,Major Event,Weehawken,Hudson County,New Jersey,Late Night Session,Nightlife,Large,10:00 PM,12:00 AM,CRITICAL
